order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,not_shipped,not_delivered,delivery_time
117910,94376,Shipped,F,2023-04-05 06:20:00+00:00,Not Returned,2023-04-07 15:53:00+00:00,,1,False,True,
117982,94430,Shipped,F,2023-05-08 09:19:00+00:00,Not Returned,2023-05-11 06:27:00+00:00,,1,False,True,
118075,94502,Shipped,F,2023-06-06 12:07:00+00:00,Not Returned,2023-06-07 20:29:00+00:00,,1,False,True,
118391,94755,Shipped,F,2023-04-27 09:32:00+00:00,Not Returned,2023-04-29 00:33:00+00:00,,1,False,True,
118424,94782,Shipped,F,2023-01-29 03:27:00+00:00,Not Returned,2023-01-31 01:56:00+00:00,,1,False,True,
118444,94800,Shipped,F,2023-03-13 05:43:00+00:00,Not Returned,2023-03-15 22:58:00+00:00,,4,False,True,
118606,94933,Shipped,F,2023-05-12 16:22:00+00:00,Not Returned,2023-05-15 11:22:00+00:00,,2,False,True,
118632,94950,Shipped,F,2023-05-20 01:37:00+00:00,Not Returned,2023-05-22 19:14:00+00:00,,1,False,True,
118719,95015,Shipped,F,2023-06-11 14:14:00+00:00,Not Returned,2023-06-13 11:23:00+00:00,,1,False,True,
118853,95114,Shipped,F,2023-01-10 16:44:00+00:00,Not Returned,2023-01-12 02:07:00+00:00,,2,False,True,
118896,95151,Shipped,F,2023-04-03 15:29:00+00:00,Not Returned,2023-04-04 10:43:00+00:00,,1,False,True,
118907,95166,Shipped,F,2023-02-28 15:50:00+00:00,Not Returned,2023-03-01 13:38:00+00:00,,1,False,True,
118942,95195,Shipped,F,2023-01-03 07:14:00+00:00,Not Returned,2023-01-03 09:56:00+00:00,,1,False,True,
118944,95195,Shipped,F,2023-03-07 07:14:00+00:00,Not Returned,2023-03-10 01:07:00+00:00,,1,False,True,
119007,95246,Shipped,F,2023-03-11 07:35:00+00:00,Not Returned,2023-03-13 08:45:00+00:00,,1,False,True,
119037,95267,Shipped,F,2023-04-16 13:08:00+00:00,Not Returned,2023-04-16 18:23:00+00:00,,1,False,True,
119232,95418,Shipped,F,2023-06-13 16:22:00+00:00,Not Returned,2023-06-14 17:07:00+00:00,,1,False,True,
119236,95419,Shipped,F,2023-01-12 06:11:00+00:00,Not Returned,2023-01-13 09:28:00+00:00,,4,False,True,
119381,95529,Shipped,F,2023-04-11 01:07:00+00:00,Not Returned,2023-04-12 04:48:00+00:00,,1,False,True,
119468,95600,Shipped,F,2023-01-12 06:15:00+00:00,Not Returned,2023-01-14 14:38:00+00:00,,2,False,True,
119517,95637,Shipped,F,2023-06-27 08:38:00+00:00,Not Returned,2023-06-28 23:01:00+00:00,,1,False,True,
119559,95671,Shipped,F,2023-01-12 16:32:00+00:00,Not Returned,2023-01-12 21:00:00+00:00,,1,False,True,
119574,95684,Shipped,F,2023-02-25 02:25:00+00:00,Not Returned,2023-02-27 02:16:00+00:00,,1,False,True,
119644,95736,Shipped,F,2023-03-10 11:27:00+00:00,Not Returned,2023-03-12 16:13:00+00:00,,1,False,True,
119649,95741,Shipped,F,2023-05-24 05:07:00+00:00,Not Returned,2023-05-25 23:09:00+00:00,,4,False,True,
119746,95814,Shipped,F,2023-01-29 07:07:00+00:00,Not Returned,2023-01-30 00:53:00+00:00,,1,False,True,
119788,95853,Shipped,F,2023-05-28 06:15:00+00:00,Not Returned,2023-05-28 17:41:00+00:00,,1,False,True,
119837,95896,Shipped,F,2023-04-20 00:55:00+00:00,Not Returned,2023-04-20 23:22:00+00:00,,1,False,True,
119863,95910,Shipped,F,2023-03-20 04:53:00+00:00,Not Returned,2023-03-21 13:36:00+00:00,,2,False,True,
119904,95942,Shipped,F,2023-04-17 11:01:00+00:00,Not Returned,2023-04-17 15:31:00+00:00,,1,False,True,
119970,96001,Shipped,F,2023-05-14 06:15:00+00:00,Not Returned,2023-05-15 08:45:00+00:00,,2,False,True,
120034,96048,Shipped,F,2023-05-14 14:49:00+00:00,Not Returned,2023-05-15 17:53:00+00:00,,1,False,True,
120051,96066,Shipped,F,2023-04-11 03:23:00+00:00,Not Returned,2023-04-12 04:24:00+00:00,,1,False,True,
120105,96109,Shipped,F,2023-01-24 12:00:00+00:00,Not Returned,2023-01-27 05:55:00+00:00,,1,False,True,
120146,96139,Shipped,F,2023-01-07 06:10:00+00:00,Not Returned,2023-01-09 01:43:00+00:00,,1,False,True,
120147,96139,Shipped,F,2023-05-09 06:10:00+00:00,Not Returned,2023-05-11 23:43:00+00:00,,2,False,True,
120148,96139,Shipped,F,2023-05-29 06:10:00+00:00,Not Returned,2023-05-31 11:50:00+00:00,,1,False,True,
120170,96158,Shipped,F,2023-04-05 08:18:00+00:00,Not Returned,2023-04-05 21:22:00+00:00,,2,False,True,
120184,96169,Shipped,F,2023-06-04 14:21:00+00:00,Not Returned,2023-06-04 23:54:00+00:00,,2,False,True,
120219,96197,Shipped,F,2023-06-01 02:12:00+00:00,Not Returned,2023-06-02 12:36:00+00:00,,1,False,True,
120335,96294,Shipped,F,2023-06-29 16:49:00+00:00,Not Returned,2023-06-29 23:48:00+00:00,,4,False,True,
120381,96332,Shipped,F,2023-03-19 05:53:00+00:00,Not Returned,2023-03-21 09:44:00+00:00,,2,False,True,
120572,96489,Shipped,F,2023-02-08 12:04:00+00:00,Not Returned,2023-02-10 23:09:00+00:00,,1,False,True,
120860,96705,Shipped,F,2023-05-08 09:19:00+00:00,Not Returned,2023-05-08 23:51:00+00:00,,4,False,True,
120903,96732,Shipped,F,2023-02-27 15:13:00+00:00,Not Returned,2023-02-28 18:55:00+00:00,,1,False,True,
120940,96777,Shipped,F,2023-06-20 06:09:00+00:00,Not Returned,2023-06-20 20:25:00+00:00,,4,False,True,
120971,96804,Shipped,F,2023-06-01 01:39:00+00:00,Not Returned,2023-06-02 00:16:00+00:00,,1,False,True,
120976,96810,Shipped,F,2023-01-23 09:45:00+00:00,Not Returned,2023-01-26 03:44:00+00:00,,3,False,True,
121023,96842,Shipped,F,2023-04-06 07:07:00+00:00,Not Returned,2023-04-06 20:07:00+00:00,,4,False,True,
121041,96854,Shipped,F,2023-06-07 18:17:00+00:00,Not Returned,2023-06-08 21:04:00+00:00,,1,False,True,
121045,96858,Shipped,F,2023-05-25 09:31:00+00:00,Not Returned,2023-05-27 18:42:00+00:00,,1,False,True,
121163,96962,Shipped,F,2023-04-24 08:39:00+00:00,Not Returned,2023-04-25 07:49:00+00:00,,1,False,True,
121166,96962,Shipped,F,2023-05-15 08:39:00+00:00,Not Returned,2023-05-18 04:41:00+00:00,,3,False,True,
121204,96994,Shipped,F,2023-04-11 17:19:00+00:00,Not Returned,2023-04-12 00:25:00+00:00,,1,False,True,
121266,97050,Shipped,F,2023-06-17 05:57:00+00:00,Not Returned,2023-06-20 02:50:00+00:00,,1,False,True,
121273,97054,Shipped,F,2023-06-12 03:33:00+00:00,Not Returned,2023-06-14 01:26:00+00:00,,1,False,True,
121384,97143,Shipped,F,2023-02-11 14:44:00+00:00,Not Returned,2023-02-14 04:03:00+00:00,,1,False,True,
121530,97252,Shipped,F,2023-05-09 14:30:00+00:00,Not Returned,2023-05-10 20:16:00+00:00,,1,False,True,
121558,97271,Shipped,F,2023-04-06 02:48:00+00:00,Not Returned,2023-04-06 17:36:00+00:00,,1,False,True,
121617,97325,Shipped,F,2023-03-03 10:35:00+00:00,Not Returned,2023-03-04 17:54:00+00:00,,1,False,True,
121637,97342,Shipped,F,2023-01-09 15:21:00+00:00,Not Returned,2023-01-11 11:52:00+00:00,,2,False,True,
121643,97347,Shipped,F,2023-05-08 01:15:00+00:00,Not Returned,2023-05-09 07:41:00+00:00,,2,False,True,
121721,97407,Shipped,F,2023-01-31 17:56:00+00:00,Not Returned,2023-02-02 19:40:00+00:00,,1,False,True,
121946,97574,Shipped,F,2023-05-22 04:42:00+00:00,Not Returned,2023-05-23 10:15:00+00:00,,1,False,True,
122086,97712,Shipped,F,2023-04-24 13:06:00+00:00,Not Returned,2023-04-26 18:43:00+00:00,,2,False,True,
122200,97803,Shipped,F,2023-06-05 04:46:00+00:00,Not Returned,2023-06-06 10:34:00+00:00,,1,False,True,
122523,98085,Shipped,F,2023-06-19 11:54:00+00:00,Not Returned,2023-06-21 10:53:00+00:00,,3,False,True,
122644,98180,Shipped,F,2023-02-01 00:34:00+00:00,Not Returned,2023-02-01 13:11:00+00:00,,1,False,True,
122723,98245,Shipped,F,2023-01-23 01:44:00+00:00,Not Returned,2023-01-25 06:51:00+00:00,,1,False,True,
122810,98312,Shipped,F,2023-05-23 15:45:00+00:00,Not Returned,2023-05-24 22:23:00+00:00,,1,False,True,
122817,98317,Shipped,F,2023-01-27 13:53:00+00:00,Not Returned,2023-01-28 03:06:00+00:00,,1,False,True,
122888,98383,Shipped,F,2023-03-04 18:56:00+00:00,Not Returned,2023-03-05 23:45:00+00:00,,3,False,True,
122905,98396,Shipped,F,2023-03-20 09:43:00+00:00,Not Returned,2023-03-21 07:49:00+00:00,,2,False,True,
122940,98426,Shipped,F,2023-04-08 16:17:00+00:00,Not Returned,2023-04-10 18:55:00+00:00,,1,False,True,
122960,98441,Shipped,F,2023-04-29 13:39:00+00:00,Not Returned,2023-04-30 17:54:00+00:00,,1,False,True,
122973,98451,Shipped,F,2023-04-01 02:36:00+00:00,Not Returned,2023-04-03 10:08:00+00:00,,1,False,True,
123114,98558,Shipped,F,2023-06-12 00:36:00+00:00,Not Returned,2023-06-13 06:41:00+00:00,,1,False,True,
123218,98639,Shipped,F,2023-03-12 13:58:00+00:00,Not Returned,2023-03-15 03:57:00+00:00,,1,False,True,
123300,98695,Shipped,F,2023-05-24 00:47:00+00:00,Not Returned,2023-05-25 19:49:00+00:00,,1,False,True,
123309,98701,Shipped,F,2023-06-02 05:51:00+00:00,Not Returned,2023-06-04 10:44:00+00:00,,1,False,True,
123368,98754,Shipped,F,2023-03-22 01:21:00+00:00,Not Returned,2023-03-23 19:03:00+00:00,,1,False,True,
123420,98799,Shipped,F,2023-05-05 14:00:00+00:00,Not Returned,2023-05-06 13:56:00+00:00,,1,False,True,
123755,99046,Shipped,F,2023-02-14 10:24:00+00:00,Not Returned,2023-02-16 21:12:00+00:00,,1,False,True,
123822,99105,Shipped,F,2023-02-07 13:54:00+00:00,Not Returned,2023-02-09 04:17:00+00:00,,1,False,True,
123873,99143,Shipped,F,2023-06-18 10:06:00+00:00,Not Returned,2023-06-18 15:17:00+00:00,,1,False,True,
123875,99144,Shipped,F,2023-06-12 17:55:00+00:00,Not Returned,2023-06-14 18:50:00+00:00,,4,False,True,
123930,99178,Shipped,F,2023-06-03 04:46:00+00:00,Not Returned,2023-06-04 07:21:00+00:00,,3,False,True,
123993,99233,Shipped,F,2023-05-24 10:35:00+00:00,Not Returned,2023-05-26 11:23:00+00:00,,1,False,True,
123999,99236,Shipped,F,2023-04-17 01:06:00+00:00,Not Returned,2023-04-17 07:16:00+00:00,,1,False,True,
124126,99355,Shipped,F,2023-01-21 07:17:00+00:00,Not Returned,2023-01-22 15:44:00+00:00,,1,False,True,
124132,99361,Shipped,F,2023-05-28 00:50:00+00:00,Not Returned,2023-05-28 10:18:00+00:00,,2,False,True,
124133,99361,Shipped,F,2023-05-01 00:50:00+00:00,Not Returned,2023-05-01 02:23:00+00:00,,1,False,True,
124161,99385,Shipped,F,2023-06-13 10:05:00+00:00,Not Returned,2023-06-15 13:38:00+00:00,,1,False,True,
124207,99419,Shipped,F,2023-06-06 04:23:00+00:00,Not Returned,2023-06-07 12:23:00+00:00,,2,False,True,
124322,99525,Shipped,F,2023-04-11 07:29:00+00:00,Not Returned,2023-04-11 09:57:00+00:00,,4,False,True,
124345,99542,Shipped,F,2023-06-19 08:23:00+00:00,Not Returned,2023-06-20 05:02:00+00:00,,2,False,True,
124504,99675,Shipped,F,2023-01-08 15:05:00+00:00,Not Returned,2023-01-09 13:44:00+00:00,,1,False,True,
124654,99777,Shipped,F,2023-05-31 03:38:00+00:00,Not Returned,2023-06-02 05:41:00+00:00,,1,False,True,
124818,99909,Shipped,F,2023-03-11 04:40:00+00:00,Not Returned,2023-03-11 07:12:00+00:00,,1,False,True,
124820,99909,Shipped,F,2023-06-02 04:40:00+00:00,Not Returned,2023-06-03 08:03:00+00:00,,1,False,True,
124903,99974,Shipped,F,2023-01-20 02:52:00+00:00,Not Returned,2023-01-22 17:54:00+00:00,,2,False,True,
124909,99978,Shipped,F,2023-05-01 01:55:00+00:00,Not Returned,2023-05-01 09:25:00+00:00,,2,False,True,
220,170,Cancelled,M,2023-04-25 17:17:00+00:00,Not Returned,,,2,True,True,
238,189,Cancelled,M,2023-04-11 07:22:00+00:00,Not Returned,,,1,True,True,
339,270,Cancelled,M,2023-04-14 08:16:00+00:00,Not Returned,,,2,True,True,
864,701,Cancelled,M,2023-01-31 05:33:00+00:00,Not Returned,,,1,True,True,
954,777,Cancelled,M,2023-03-24 01:51:00+00:00,Not Returned,,,1,True,True,
963,781,Cancelled,M,2023-06-04 09:56:00+00:00,Not Returned,,,2,True,True,
993,805,Cancelled,M,2023-01-13 10:16:00+00:00,Not Returned,,,1,True,True,
1212,990,Cancelled,M,2023-01-10 12:43:00+00:00,Not Returned,,,1,True,True,
1337,1099,Cancelled,M,2023-04-03 05:03:00+00:00,Not Returned,,,1,True,True,
1850,1523,Cancelled,M,2023-04-19 09:47:00+00:00,Not Returned,,,1,True,True,
1894,1562,Cancelled,M,2023-06-23 08:58:00+00:00,Not Returned,,,1,True,True,
1914,1574,Cancelled,M,2023-05-11 15:44:00+00:00,Not Returned,,,1,True,True,
1972,1610,Cancelled,M,2023-06-05 10:16:00+00:00,Not Returned,,,1,True,True,
2037,1660,Cancelled,M,2023-03-29 10:03:00+00:00,Not Returned,,,1,True,True,
2156,1752,Cancelled,M,2023-06-26 12:04:00+00:00,Not Returned,,,1,True,True,
2203,1794,Cancelled,M,2023-04-17 15:50:00+00:00,Not Returned,,,1,True,True,
2247,1838,Cancelled,M,2023-06-28 10:15:00+00:00,Not Returned,,,2,True,True,
2285,1869,Cancelled,M,2023-02-20 07:25:00+00:00,Not Returned,,,2,True,True,
2320,1901,Cancelled,M,2023-04-08 09:12:00+00:00,Not Returned,,,2,True,True,
2368,1939,Cancelled,M,2023-02-05 08:10:00+00:00,Not Returned,,,1,True,True,
2420,1976,Cancelled,M,2023-05-16 08:33:00+00:00,Not Returned,,,2,True,True,
2565,2092,Cancelled,M,2023-05-30 10:45:00+00:00,Not Returned,,,1,True,True,
2654,2164,Cancelled,M,2023-05-29 14:51:00+00:00,Not Returned,,,1,True,True,
2819,2302,Cancelled,M,2023-03-15 00:15:00+00:00,Not Returned,,,1,True,True,
2915,2385,Cancelled,M,2023-06-01 03:36:00+00:00,Not Returned,,,1,True,True,
3002,2462,Cancelled,M,2023-03-12 11:31:00+00:00,Not Returned,,,1,True,True,
3004,2465,Cancelled,M,2023-04-16 02:01:00+00:00,Not Returned,,,1,True,True,
3167,2605,Cancelled,M,2023-05-09 01:12:00+00:00,Not Returned,,,2,True,True,
3315,2720,Cancelled,M,2023-02-22 16:12:00+00:00,Not Returned,,,1,True,True,
3721,3039,Cancelled,M,2023-02-12 01:32:00+00:00,Not Returned,,,1,True,True,
3760,3073,Cancelled,M,2023-05-15 09:12:00+00:00,Not Returned,,,1,True,True,
4480,3646,Cancelled,M,2023-03-25 13:41:00+00:00,Not Returned,,,4,True,True,
4595,3743,Cancelled,M,2023-05-22 04:02:00+00:00,Not Returned,,,1,True,True,
4801,3905,Cancelled,M,2023-04-17 03:20:00+00:00,Not Returned,,,1,True,True,
5105,4145,Cancelled,M,2023-04-19 13:07:00+00:00,Not Returned,,,1,True,True,
5289,4308,Cancelled,M,2023-05-12 11:57:00+00:00,Not Returned,,,1,True,True,
5588,4536,Cancelled,M,2023-03-21 18:57:00+00:00,Not Returned,,,1,True,True,
5602,4550,Cancelled,M,2023-05-25 03:26:00+00:00,Not Returned,,,1,True,True,
5861,4742,Cancelled,M,2023-01-25 01:12:00+00:00,Not Returned,,,1,True,True,
5952,4818,Cancelled,M,2023-03-23 04:38:00+00:00,Not Returned,,,4,True,True,
6266,5067,Cancelled,M,2023-02-15 00:50:00+00:00,Not Returned,,,2,True,True,
6302,5102,Cancelled,M,2023-03-14 00:18:00+00:00,Not Returned,,,1,True,True,
6331,5132,Cancelled,M,2023-06-18 04:23:00+00:00,Not Returned,,,1,True,True,
6375,5162,Cancelled,M,2023-05-10 01:03:00+00:00,Not Returned,,,4,True,True,
6431,5200,Cancelled,M,2023-03-21 04:48:00+00:00,Not Returned,,,1,True,True,
6701,5413,Cancelled,M,2023-04-29 15:20:00+00:00,Not Returned,,,1,True,True,
6977,5643,Cancelled,M,2023-04-11 10:06:00+00:00,Not Returned,,,4,True,True,
6981,5648,Cancelled,M,2023-04-04 09:23:00+00:00,Not Returned,,,1,True,True,
7000,5661,Cancelled,M,2023-04-28 17:30:00+00:00,Not Returned,,,1,True,True,
7445,6029,Cancelled,M,2023-06-08 07:54:00+00:00,Not Returned,,,1,True,True,
7564,6117,Cancelled,M,2023-05-28 18:23:00+00:00,Not Returned,,,1,True,True,
7569,6120,Cancelled,M,2023-06-17 12:24:00+00:00,Not Returned,,,1,True,True,
7609,6154,Cancelled,M,2023-06-12 12:07:00+00:00,Not Returned,,,1,True,True,
7834,6333,Cancelled,M,2023-06-11 10:46:00+00:00,Not Returned,,,1,True,True,
7849,6347,Cancelled,M,2023-02-01 13:54:00+00:00,Not Returned,,,1,True,True,
7940,6418,Cancelled,M,2023-02-14 07:34:00+00:00,Not Returned,,,1,True,True,
7961,6431,Cancelled,M,2023-01-01 07:21:00+00:00,Not Returned,,,1,True,True,
7968,6436,Cancelled,M,2023-06-24 14:50:00+00:00,Not Returned,,,1,True,True,
8165,6594,Cancelled,M,2023-01-28 18:47:00+00:00,Not Returned,,,1,True,True,
8678,7005,Cancelled,M,2023-01-03 04:44:00+00:00,Not Returned,,,1,True,True,
8703,7021,Cancelled,M,2023-05-16 06:18:00+00:00,Not Returned,,,1,True,True,
8759,7069,Cancelled,M,2023-01-03 09:41:00+00:00,Not Returned,,,1,True,True,
9157,7383,Cancelled,M,2023-03-25 07:56:00+00:00,Not Returned,,,1,True,True,
9282,7482,Cancelled,M,2023-06-28 05:56:00+00:00,Not Returned,,,1,True,True,
9283,7482,Cancelled,M,2023-01-02 05:56:00+00:00,Not Returned,,,2,True,True,
9319,7509,Cancelled,M,2023-02-19 12:25:00+00:00,Not Returned,,,1,True,True,
9471,7621,Cancelled,M,2023-05-14 06:37:00+00:00,Not Returned,,,1,True,True,
9542,7677,Cancelled,M,2023-05-05 07:03:00+00:00,Not Returned,,,2,True,True,
9570,7694,Cancelled,M,2023-02-05 02:55:00+00:00,Not Returned,,,1,True,True,
9726,7822,Cancelled,M,2023-05-18 01:50:00+00:00,Not Returned,,,1,True,True,
9983,8015,Cancelled,M,2023-02-20 08:35:00+00:00,Not Returned,,,4,True,True,
10050,8077,Cancelled,M,2023-01-03 07:23:00+00:00,Not Returned,,,1,True,True,
10299,8280,Cancelled,M,2023-05-24 14:25:00+00:00,Not Returned,,,1,True,True,
10329,8304,Cancelled,M,2023-02-21 16:26:00+00:00,Not Returned,,,2,True,True,
10514,8451,Cancelled,M,2023-06-25 08:50:00+00:00,Not Returned,,,1,True,True,
10623,8542,Cancelled,M,2023-03-08 02:29:00+00:00,Not Returned,,,1,True,True,
10636,8554,Cancelled,M,2023-01-04 16:14:00+00:00,Not Returned,,,1,True,True,
10649,8562,Cancelled,M,2023-05-30 03:14:00+00:00,Not Returned,,,1,True,True,
10682,8584,Cancelled,M,2023-04-08 11:15:00+00:00,Not Returned,,,4,True,True,
10826,8682,Cancelled,M,2023-04-16 14:11:00+00:00,Not Returned,,,2,True,True,
10848,8704,Cancelled,M,2023-05-06 12:56:00+00:00,Not Returned,,,1,True,True,
10914,8759,Cancelled,M,2023-06-19 09:28:00+00:00,Not Returned,,,4,True,True,
10948,8789,Cancelled,M,2023-02-21 11:27:00+00:00,Not Returned,,,2,True,True,
11196,8986,Cancelled,M,2023-03-30 08:21:00+00:00,Not Returned,,,1,True,True,
11223,9005,Cancelled,M,2023-04-13 06:30:00+00:00,Not Returned,,,2,True,True,
11509,9250,Cancelled,M,2023-02-25 04:14:00+00:00,Not Returned,,,1,True,True,
11598,9317,Cancelled,M,2023-01-05 05:23:00+00:00,Not Returned,,,1,True,True,
11844,9506,Cancelled,M,2023-04-04 01:19:00+00:00,Not Returned,,,1,True,True,
11851,9511,Cancelled,M,2023-04-26 02:27:00+00:00,Not Returned,,,2,True,True,
11940,9592,Cancelled,M,2023-04-18 00:24:00+00:00,Not Returned,,,1,True,True,
12035,9662,Cancelled,M,2023-04-10 04:25:00+00:00,Not Returned,,,1,True,True,
12280,9867,Cancelled,M,2023-01-06 12:27:00+00:00,Not Returned,,,1,True,True,
12302,9885,Cancelled,M,2023-03-07 15:47:00+00:00,Not Returned,,,2,True,True,
12400,9944,Cancelled,M,2023-02-23 18:00:00+00:00,Not Returned,,,2,True,True,
12555,10061,Cancelled,M,2023-06-23 11:48:00+00:00,Not Returned,,,2,True,True,
12984,10382,Cancelled,M,2023-04-24 17:00:00+00:00,Not Returned,,,1,True,True,
13271,10617,Cancelled,M,2023-03-17 14:29:00+00:00,Not Returned,,,1,True,True,
13535,10821,Cancelled,M,2023-04-11 08:21:00+00:00,Not Returned,,,1,True,True,
13724,10978,Cancelled,M,2023-04-22 01:45:00+00:00,Not Returned,,,4,True,True,
13829,11054,Cancelled,M,2023-05-25 00:38:00+00:00,Not Returned,,,1,True,True,
13840,11063,Cancelled,M,2023-06-28 15:42:00+00:00,Not Returned,,,1,True,True,
14080,11264,Cancelled,M,2023-04-25 17:35:00+00:00,Not Returned,,,1,True,True,
14161,11331,Cancelled,M,2023-05-10 05:51:00+00:00,Not Returned,,,2,True,True,
14220,11380,Cancelled,M,2023-06-20 16:46:00+00:00,Not Returned,,,2,True,True,
14234,11389,Cancelled,M,2023-01-13 16:45:00+00:00,Not Returned,,,1,True,True,
14256,11406,Cancelled,M,2023-05-08 17:14:00+00:00,Not Returned,,,1,True,True,
14259,11408,Cancelled,M,2023-01-13 11:22:00+00:00,Not Returned,,,1,True,True,
14335,11476,Cancelled,M,2023-03-09 00:20:00+00:00,Not Returned,,,1,True,True,
14685,11741,Cancelled,M,2023-04-08 07:51:00+00:00,Not Returned,,,3,True,True,
14704,11761,Cancelled,M,2023-01-02 12:41:00+00:00,Not Returned,,,3,True,True,
14749,11793,Cancelled,M,2023-03-02 01:51:00+00:00,Not Returned,,,1,True,True,
15073,12061,Cancelled,M,2023-04-13 03:12:00+00:00,Not Returned,,,2,True,True,
15341,12288,Cancelled,M,2023-03-28 05:53:00+00:00,Not Returned,,,1,True,True,
15360,12300,Cancelled,M,2023-02-28 07:20:00+00:00,Not Returned,,,1,True,True,
15447,12377,Cancelled,M,2023-05-27 00:20:00+00:00,Not Returned,,,1,True,True,
15574,12484,Cancelled,M,2023-03-25 15:14:00+00:00,Not Returned,,,1,True,True,
16169,12945,Cancelled,M,2023-03-28 09:58:00+00:00,Not Returned,,,2,True,True,
16183,12959,Cancelled,M,2023-03-27 03:50:00+00:00,Not Returned,,,1,True,True,
16220,12994,Cancelled,M,2023-03-14 05:07:00+00:00,Not Returned,,,3,True,True,
16294,13051,Cancelled,M,2023-02-11 07:37:00+00:00,Not Returned,,,4,True,True,
16384,13108,Cancelled,M,2023-03-24 14:37:00+00:00,Not Returned,,,1,True,True,
16998,13596,Cancelled,M,2023-01-13 00:22:00+00:00,Not Returned,,,2,True,True,
17190,13751,Cancelled,M,2023-03-29 10:25:00+00:00,Not Returned,,,1,True,True,
17757,14211,Cancelled,M,2023-03-30 13:17:00+00:00,Not Returned,,,1,True,True,
18010,14425,Cancelled,M,2023-05-23 05:45:00+00:00,Not Returned,,,1,True,True,
18051,14450,Cancelled,M,2023-03-04 16:34:00+00:00,Not Returned,,,2,True,True,
18237,14602,Cancelled,M,2023-05-24 14:35:00+00:00,Not Returned,,,2,True,True,
18254,14621,Cancelled,M,2023-06-07 07:02:00+00:00,Not Returned,,,1,True,True,
18326,14677,Cancelled,M,2023-06-19 16:34:00+00:00,Not Returned,,,4,True,True,
18411,14745,Cancelled,M,2023-01-22 02:56:00+00:00,Not Returned,,,2,True,True,
18586,14897,Cancelled,M,2023-02-24 02:58:00+00:00,Not Returned,,,1,True,True,
18615,14917,Cancelled,M,2023-05-25 03:23:00+00:00,Not Returned,,,1,True,True,
18696,14979,Cancelled,M,2023-03-03 06:18:00+00:00,Not Returned,,,2,True,True,
18746,15024,Cancelled,M,2023-06-12 02:16:00+00:00,Not Returned,,,1,True,True,
18771,15040,Cancelled,M,2023-05-19 00:49:00+00:00,Not Returned,,,1,True,True,
19178,15350,Cancelled,M,2023-03-03 15:21:00+00:00,Not Returned,,,1,True,True,
19247,15422,Cancelled,M,2023-03-09 15:12:00+00:00,Not Returned,,,1,True,True,
19248,15424,Cancelled,M,2023-02-02 16:21:00+00:00,Not Returned,,,2,True,True,
19621,15742,Cancelled,M,2023-04-04 06:06:00+00:00,Not Returned,,,1,True,True,
19701,15818,Cancelled,M,2023-06-10 07:01:00+00:00,Not Returned,,,2,True,True,
19788,15886,Cancelled,M,2023-05-02 18:41:00+00:00,Not Returned,,,1,True,True,
19852,15933,Cancelled,M,2023-05-23 04:25:00+00:00,Not Returned,,,1,True,True,
19854,15934,Cancelled,M,2023-05-20 02:38:00+00:00,Not Returned,,,1,True,True,
19883,15957,Cancelled,M,2023-01-22 13:50:00+00:00,Not Returned,,,1,True,True,
19950,16014,Cancelled,M,2023-04-17 03:51:00+00:00,Not Returned,,,1,True,True,
20050,16095,Cancelled,M,2023-06-23 15:18:00+00:00,Not Returned,,,1,True,True,
20192,16222,Cancelled,M,2023-04-13 00:58:00+00:00,Not Returned,,,1,True,True,
20272,16294,Cancelled,M,2023-02-07 10:56:00+00:00,Not Returned,,,1,True,True,
20301,16320,Cancelled,M,2023-02-06 09:46:00+00:00,Not Returned,,,2,True,True,
20338,16355,Cancelled,M,2023-04-07 13:06:00+00:00,Not Returned,,,1,True,True,
20450,16440,Cancelled,M,2023-05-23 07:41:00+00:00,Not Returned,,,3,True,True,
20454,16442,Cancelled,M,2023-04-04 18:16:00+00:00,Not Returned,,,1,True,True,
20494,16467,Cancelled,M,2023-05-29 13:20:00+00:00,Not Returned,,,1,True,True,
20631,16578,Cancelled,M,2023-06-16 11:03:00+00:00,Not Returned,,,1,True,True,
20778,16691,Cancelled,M,2023-06-15 18:49:00+00:00,Not Returned,,,1,True,True,
20797,16701,Cancelled,M,2023-03-14 16:04:00+00:00,Not Returned,,,1,True,True,
20885,16776,Cancelled,M,2023-01-16 13:04:00+00:00,Not Returned,,,1,True,True,
21184,17004,Cancelled,M,2023-01-03 10:10:00+00:00,Not Returned,,,1,True,True,
21457,17215,Cancelled,M,2023-06-09 05:22:00+00:00,Not Returned,,,1,True,True,
21557,17298,Cancelled,M,2023-03-07 18:39:00+00:00,Not Returned,,,1,True,True,
21652,17366,Cancelled,M,2023-04-13 08:26:00+00:00,Not Returned,,,4,True,True,
21747,17444,Cancelled,M,2023-04-07 06:23:00+00:00,Not Returned,,,1,True,True,
21836,17509,Cancelled,M,2023-06-18 01:09:00+00:00,Not Returned,,,4,True,True,
21860,17528,Cancelled,M,2023-06-06 14:45:00+00:00,Not Returned,,,2,True,True,
21958,17611,Cancelled,M,2023-03-20 13:44:00+00:00,Not Returned,,,2,True,True,
22055,17686,Cancelled,M,2023-04-21 17:58:00+00:00,Not Returned,,,1,True,True,
22101,17731,Cancelled,M,2023-02-07 15:36:00+00:00,Not Returned,,,2,True,True,
22200,17816,Cancelled,M,2023-03-14 17:11:00+00:00,Not Returned,,,1,True,True,
